tweet_id,favorites,retweet_count
782747134529531904,7343,1380
782722598790725632,16962,5264
782598640137187329,7670,1833
782305867769217024,16347,5404
782021823840026624,0,6046
781955203444699136,10946,3288
781661882474196992,10258,2652
781655249211752448,3926,1105
781524693396357120,20382,5417
781308096455073793,7010,2497
781251288990355457,8252,2026
781163403222056960,9626,2692
780931614150983680,21218,7086
780858289093574656,7072,1960
780800785462489090,5380,1261
780601303617732608,11873,3278
780543529827336192,6175,1702
780496263422808064,0,3571
780476555013349377,0,109
780459368902959104,5191,1046
780192070812196864,8531,2184
780092040432480260,0,2237
780074436359819264,11886,4818
779834332596887552,18506,6833
779377524342161408,8594,3024
779124354206535695,0,17803
779056095788752897,14452,4399
778990705243029504,19548,6989
778774459159379968,0,9613
778764940568104960,847,354
778748913645780993,6739,1268
778650543019483137,5633,1457
778624900596654080,4517,985
778408200802557953,13342,4191
778396591732486144,0,11877
778383385161035776,5701,1067
778286810187399168,10166,3209
778039087836069888,8315,2568
778027034220126208,6419,1561
777953400541634568,0,3423
777885040357281792,6225,1584
777684233540206592,10993,2850
777641927919427584,0,4106
777621514455814149,8545,2444
777189768882946048,13936,4196
776819012571455488,0,13309
776813020089548800,4784,1173
776477788987613185,8614,2690
776249906839351296,0,8854
776218204058357768,29206,15377
776201521193218049,9372,2449
776113305656188928,11507,4227
776088319444877312,1796,147
775898661951791106,0,16292
775842724423557120,11446,2583
775733305207554048,13585,3881
775729183532220416,12710,4476
775364825476165632,7217,2870
775350846108426240,9922,3801
775085132600442880,15189,4576
774757898236878852,8425,1734
774639387460112384,6585,1679
774314403806253056,21291,5359
773985732834758656,10496,3745
773922284943896577,6260,1701
773704687002451968,6451,1571
773670353721753600,5230,1276
773547596996571136,21609,5966
773336787167145985,0,4898
773308824254029826,22782,7258
773247561583001600,9252,3162
773191612633579521,9771,4014
772877495989305348,8356,3753
772826264096874500,7848,2291
772615324260794368,0,3282
772581559778025472,6337,1656
772193107915964416,5871,1341
772152991789019136,3720,1102
772117678702071809,3677,717
772114945936949249,2668,458
772102971039580160,3912,908
771908950375665664,6406,1826
771770456517009408,11711,3266
771500966810099713,8082,2535
771380798096281600,10254,4898
771171053431250945,0,7212
771136648247640064,8931,2837
771102124360998913,6077,1397
771014301343748096,6728,1607
770787852854652928,4816,1166
770772759874076672,5059,1376
770655142660169732,7188,1730
770414278348247044,6178,2035
770293558247038976,6071,1420
770093767776997377,0,2951
770069151037685760,7405,2226
769940425801170949,30496,9247
769695466921623552,6271,1634
769335591808995329,0,7496
769212283578875904,5260,1660
768970937022709760,13945,6295
768909767477751808,0,2591
768855141948723200,4078,860
768609597686943744,4003,1160
768596291618299904,4910,1240
768554158521745409,0,5655
768473857036525572,13276,3306
768193404517830656,10601,3423
767884188863397888,4634,1333
767754930266464257,15595,5205
767500508068192258,7312,2268
767191397493538821,11987,3637
767122157629476866,9930,2767
766864461642756096,0,5437
766793450729734144,4911,1320
766714921925144576,2540,364
766693177336135680,3912,774
766423258543644672,5859,1529
766313316352462849,6622,1821
766078092750233600,0,2541
766069199026450432,4118,820
766008592277377025,3659,482
765719909049503744,7061,2094
765669560888528897,5055,1198
765395769549590528,26044,3282
765371061932261376,6889,2100
765222098633691136,11349,3282
764857477905154048,6298,1723
764259802650378240,5859,1456
763956972077010945,748,52
763837565564780549,12228,4014
763183847194451968,5231,1425
763167063695355904,0,2907
763103485927849985,7182,2235
762699858130116608,11802,3488
762471784394268675,10935,6192
762464539388485633,10021,4016
762316489655476224,4667,1079
762035686371364864,30981,15002
761976711479193600,5259,1931
761750502866649088,0,3780
761745352076779520,4166,834
761672994376806400,48064,28086
761599872357261312,4014,1155
761371037149827077,0,17469
761334018830917632,5049,1409
761292947749015552,4370,1052
761227390836215808,5192,1515
761004547850530816,11049,3364
760893934457552897,3718,938
760656994973933572,6407,1843
760641137271070720,4846,1250
760539183865880579,7364,3502
760521673607086080,4098,1348
760290219849637889,26073,11086
760252756032651264,3843,846
760190180481531904,5544,1737
760153949710192640,0,30
759943073749200896,5777,2009
759923798737051648,14284,5437
759846353224826880,6553,1903
759793422261743616,5792,1845
759557299618865152,4552,1151
759447681597108224,8260,2382
759446261539934208,1625,469
759197388317847553,5918,1883
759159934323924993,0,1118
759099523532779520,14105,4005
759047813560868866,6293,1932
758854675097526272,3452,873
758828659922702336,10897,3718
758740312047005698,5582,1567
758474966123810816,3687,961
758467244762497024,4658,2135
758405701903519748,5058,1842
758355060040593408,3278,1022
758099635764359168,18487,9613
758041019896193024,2624,358
757741869644341248,6673,3151
757729163776290825,0,7628
757725642876129280,4416,1171
757611664640446465,4441,1058
757597904299253760,0,290
757596066325864448,4218,1019
757400162377592832,14701,6594
757393109802180609,5646,1673
757354760399941633,4382,1368
756998049151549440,6104,1915
756939218950160384,6446,1931
756651752796094464,4902,1250
756526248105566208,10109,3457
756303284449767430,3825,1069
756288534030475264,42797,17100
756275833623502848,6204,1478
755955933503782912,7099,2765
755206590534418437,15963,5155
755110668769038337,20562,10697
754874841593970688,0,7619
754856583969079297,6689,2418
754747087846248448,2515,499
754482103782404096,5132,1883
754449512966619136,3638,708
754120377874386944,7653,2270
753655901052166144,5669,2095
753420520834629632,7640,3422
753398408988139520,5574,1831
753375668877008896,7408,2237
753298634498793472,0,5475
753294487569522689,3258,1003
753039830821511168,35964,20113
753026973505581056,3804,923
752932432744185856,12223,6609
752917284578922496,6731,1513
752701944171524096,0,2760
752682090207055872,5829,1536
752660715232722944,4242,1501
752568224206688256,5318,2191
752519690950500352,7149,3320
752334515931054080,3709,1059
752309394570878976,0,15603
752173152931807232,5778,1763
751950017322246144,2975,878
751937170840121344,5034,1264
751830394383790080,5647,1874
751793661361422336,5632,2789
751598357617971201,7705,2936
751583847268179968,4259,1055
751538714308972544,4890,1208
751456908746354688,3114,968
751251247299190784,12154,5647
751205363882532864,6128,1744
751132876104687617,4911,1254
750868782890057730,4627,1311
750719632563142656,12747,4823
750506206503038976,4308,1105
750429297815552001,12774,4106
750383411068534784,4410,1099
750381685133418496,673,27
750147208377409536,3008,925
750132105863102464,3501,1239
750117059602808832,4206,1260
750101899009982464,2947,812
750086836815486976,2107,515
750071704093859840,7569,3190
750056684286914561,3064,867
750041628174217216,3068,585
750026558547456000,2636,757
750011400160841729,3129,868
749996283729883136,2959,786
749981277374128128,4945,2375
749774190421639168,4528,1273
749417653287129088,5911,1580
749403093750648834,2528,509
749395845976588288,8291,3297
749317047558017024,5313,2154
749075273010798592,5577,1991
749064354620928000,4655,1470
749036806121881602,2999,765
748977405889503236,10435,3268
748932637671223296,5614,2162
748705597323898880,2690,918
748699167502000129,4595,1524
748692773788876800,4111,1289
748575535303884801,5872,1910
748568946752774144,2136,647
748346686624440324,5053,1187
748337862848962560,7357,3942
748324050481647620,3567,725
748307329658011649,3578,686
748220828303695873,13671,7451
747963614829678593,5586,2057
747933425676525569,6403,2452
747885874273214464,2835,930
747844099428986880,2725,719
747816857231626240,4685,1118
747651430853525504,1324,147
747648653817413632,12456,5590
747600769478692864,2260,540
747594051852075008,3559,1004
747512671126323200,5341,1546
747461612269887489,3750,1004
747439450712596480,5237,1837
747242308580548608,0,2784
747219827526344708,5088,1503
747204161125646336,3247,872
747103485104099331,9223,3798
746906459439529985,2804,284
746872823977771008,5785,2047
746818907684614144,5138,1672
746790600704425984,4707,1531
746757706116112384,9238,3748
746726898085036033,5851,1722
746542875601690625,4871,1819
746521445350707200,0,941
746507379341139972,4504,1043
746369468511756288,5991,1566
746131877086527488,6652,2101
746056683365994496,3460,781
745789745784041472,3864,1020
745712589599014916,6768,2227
745433870967832576,6820,2441
742528092657332225,4263,1875
739606147276148736,5209,1582
673148804208660480,1579,577
672997845381865473,1842,656
672995267319328768,881,268
672988786805112832,914,267
672984142909456390,1176,506
672980819271634944,1700,932
672975131468300288,1562,826
672970152493887488,882,328
672968025906282496,1239,496
672964561327235073,1322,589
672902681409806336,1280,455
672898206762672129,841,389
672884426393653248,1435,775
672877615439593473,956,325
672834301050937345,1217,528
672828477930868736,1161,449
672640509974827008,914,289
672622327801233409,1199,442
672614745925664768,1137,534
672609152938721280,1027,357
672604026190569472,1028,364
672591762242805761,885,305
672591271085670400,667,174
672538107540070400,946,334
672523490734551040,583,151
672488522314567680,1036,398
672482722825261057,1045,545
672481316919734272,671,120
672475084225949696,1347,647
672466075045466113,1256,483
672272411274932228,5981,3090
672267570918129665,1379,564
672264251789176834,1052,307
672256522047614977,2627,1408
672254177670729728,1333,681
672248013293752320,1610,552
672245253877968896,631,143
672239279297454080,838,297
672231046314901505,1696,928
672222792075620352,732,193
672205392827572224,2092,1050
672169685991993344,949,336
672160042234327040,819,328
672139350159835138,1619,638
672125275208069120,2218,1047
672095186491711488,926,339
672082170312290304,879,336
672068090318987265,1197,468
671896809300709376,7909,3845
671891728106971137,1218,518
671882082306625538,3245,1277
671879137494245376,1310,608
671874878652489728,1166,506
671866342182637568,1045,448
671855973984772097,836,398
671789708968640512,6583,3174
671768281401958400,1112,453
671763349865160704,1549,826
671744970634719232,1260,708
671743150407421952,699,218
671735591348891648,1339,692
671729906628341761,7900,3981
671561002136281088,11896,6640
671550332464455680,843,192
671547767500775424,1253,538
671544874165002241,1822,954
671542985629241344,1016,518
671538301157904385,865,352
671536543010570240,1097,371
671533943490011136,945,532
671528761649688577,782,235
671520732782923777,1294,487
671518598289059840,879,272
671511350426865664,1474,643
671504605491109889,6487,3287
671497587707535361,859,415
671488513339211776,931,439
671486386088865792,533,180
671485057807351808,710,213
671390180817915904,1335,685
671362598324076544,1031,270
671357843010908160,370,143
671355857343524864,450,111
671347597085433856,881,388
671186162933985280,672,190
671182547775299584,1027,307
892177421306343426,30336,5487
891815181378084864,22808,3629
891689557279858688,38307,7542
891327558926688256,36574,8128
891087950875897856,18446,2721
890971913173991426,10731,1760
890729181411237888,58979,16490
890609185150312448,25383,3770
890240255349198849,28956,6389
890006608113172480,27936,6414
889880896479866881,25397,4352
889665388333682689,43627,8745
889638837579907072,24518,3904
889531135344209921,13815,1969
889278841981685760,22880,4644
888917238123831296,26494,3916
888804989199671297,23252,3705
888554962724278272,17936,3014
888078434458587136,19835,3036
887705289381826560,27564,4716
887517139158093824,42166,10280
887473957103951883,62410,15707
887343217045368832,30604,9212
887101392804085760,27894,5211
886983233522544640,31590,6668
886736880519319552,10869,2775
886680336477933568,20462,3916
886366144734445568,19203,2763
886267009285017600,108,3
886258384151887873,25441,5526
886054160059072513,0,96
885984800019947520,29627,5866
885528943205470208,32696,5581
885518971528720385,18635,3263
885311592912609280,0,16158
885167619883638784,19909,3822
884925521741709313,69910,15779
884876753390489601,25296,4885
884562892145688576,22111,4102
884441805382717440,24685,4978
884247878851493888,65851,17752
884162670584377345,18566,2615
883838122936631299,19874,2987
883482846933004288,41679,8635
883360690899218434,20634,3218
883117836046086144,33720,5796
882992080364220416,21737,3389
882762694511734784,25687,4269
882627270321602560,25506,5295
882268110199369728,40715,10116
882045870035918850,26660,4248
881906580714921986,22175,2974
881666595344535552,46112,9338
881633300179243008,115,8
881536004380872706,45004,14004
881268444196462592,21196,4650
880935762899988482,15566,2443
880872448815771648,19384,3341
880465832366813184,25876,5437
880221127280381952,24509,3631
880095782870896641,25145,3807
879862464715927552,20380,3047
879674319642796034,288,10
879492040517615616,21404,2771
879415818425184262,96171,39077
879376492567855104,15362,2744
879130579576475649,0,5979
879050749262655488,20537,4130
879008229531029506,17340,2347
878776093423087618,17681,3602
878604707211726852,27390,6197
878404777348136964,0,1119
878316110768087041,0,5803
878281511006478336,7032,1119
878057613040115712,38362,5979
877736472329191424,72025,16600
877611172832227328,0,71
877556246731214848,20680,3325
877316821321428993,25021,4572
877201837425926144,24697,4874
876838120628539392,18876,2927
876537666061221889,21706,4130
876484053909872640,17151,2083
876120275196170240,25565,4090
875747767867523072,22939,3756
875144289856114688,20023,4306
875097192612077568,25083,5355
873580283840344065,22172,3470
873337748698140672,0,1394
871166179821445120,0,5074
745422732645535745,8277,2318
745314880350101504,6899,2630
745074613265149952,7566,3340
745057283344719872,6990,2151
744995568523612160,2863,588
744971049620602880,7607,2569
744709971296780288,5402,1498
744334592493166593,6527,2011
744234799360020481,150577,74317
