tweet_id,favorites,retweet_count
744223424764059648,1597,347
743980027717509120,4028,1051
743895849529389061,3531,928
743835915802583040,0,1980
743609206067040256,4315,1333
743595368194129920,17678,6246
743545585370791937,3411,903
743510151680958465,7657,3565
743253157753532416,4092,1173
743222593470234624,5979,1835
743210557239623680,3704,1309
742534281772302336,6814,3422
742465774154047488,6999,3758
742423170473463808,9474,3571
742385895052087300,6554,1877
742161199639494656,4144,1303
742150209887731712,4920,1475
741793263812808706,4384,1438
741743634094141440,7865,2620
741438259667034112,3559,783
741303864243200000,8461,3068
741099773336379392,9621,5277
741067306818797568,9195,2951
740995100998766593,6108,2596
740711788199743490,3267,900
740699697422163968,2744,745
740676976021798912,17481,6519
740373189193256964,33737,12724
740365076218183684,2366,409
740359016048689152,3165,823
740214038584557568,6442,1872
739979191639244800,19224,5654
739932936087216128,3910,1032
739844404073074688,3661,819
739623569819336705,3630,1301
739544079319588864,37951,20223
739485634323156992,6869,2788
739238157791694849,111372,55383
738891149612572673,101,6
738885046782832640,3634,1095
738883359779196928,3175,756
738537504001953792,4892,1466
738402415918125056,3137,785
738184450748633089,4157,1159
738166403467907072,8424,3185
738156290900254721,2406,615
737826014890496000,5061,1692
737800304142471168,9628,3311
737678689543020544,4836,1255
737445876994609152,9841,4244
737322739594330112,3463,775
737310737551491075,14080,7077
736736130620620800,4077,1638
736392552031657984,17001,7003
736365877722001409,3824,1181
736225175608430592,7793,2662
736010884653420544,7573,2831
735991953473572864,3446,1094
735648611367784448,3890,1051
735635087207878657,5930,2248
735274964362878976,12520,4784
735256018284875776,3202,840
735137028879360001,3008,928
734912297295085568,2646,507
734787690684657664,12034,6001
734776360183431168,2406,509
734559631394082816,1431,377
733828123016450049,3437,748
733822306246479872,3533,977
733482008106668032,2996,902
733460102733135873,4016,1206
733109485275860992,51319,16292
732732193018155009,2331,511
732726085725589504,3422,851
732585889486888962,3513,746
732375214819057664,7761,2390
732005617171337216,14261,5124
731285275100512256,3361,953
731156023742988288,3689,1207
730924654643314689,5899,1886
730573383004487680,4684,2027
730427201120833536,3348,988
730211855403241472,3658,1012
730196704625098752,4643,1793
729854734790754305,3864,1067
729838605770891264,1661,360
729823566028484608,3818,1183
729463711119904772,5541,2206
729113531270991872,1804,304
728986383096946689,3018,778
728760639972315136,4475,1624
728751179681943552,2657,646
728653952833728512,3183,996
728409960103686147,4702,1903
728387165835677696,3563,914
728046963732717569,4115,1148
728035342121635841,4367,1590
728015554473250816,3960,1048
727685679342333952,2845,606
727644517743104000,5621,1665
727524757080539137,4284,1156
727314416056803329,3193,708
727286334147182592,2933,782
727175381690781696,3762,1326
727155742655025152,3478,1263
726935089318363137,6592,2318
726887082820554753,3683,1444
726828223124897792,3427,959
726224900189511680,4244,1094
725842289046749185,6803,2541
725786712245440512,3999,1307
725729321944506368,4986,1688
725458796924002305,1359,583
724983749226668032,3583,1234
724771698126512129,2241,603
724405726123311104,5075,1585
724049859469295616,4160,1697
724046343203856385,2554,530
724004602748780546,4012,1467
723912936180330496,3733,1172
723688335806480385,7340,2783
723673163800948736,2908,844
723179728551723008,5076,1774
722974582966214656,3927,1491
722613351520608256,4780,1558
721503162398597120,4416,1738
721001180231503872,2425,586
720785406564900865,2968,730
720775346191278080,2355,628
720415127506415616,3966,1427
720389942216527872,6104,2384
720340705894408192,2748,928
720059472081784833,3700,1070
720043174954147842,4727,1914
719991154352222208,4642,1658
719704490224398336,4349,1358
719551379208073216,4846,1805
719367763014393856,2681,711
719339463458033665,4275,1177
719332531645071360,3297,903
718971898235854848,3333,1030
718939241951195136,5035,1667
718631497683582976,18087,7621
718613305783398402,2336,456
718540630683709445,2339,964
718460005985447936,2585,499
718454725339934721,4652,1437
718246886998687744,1835,471
718234618122661888,3713,944
717841801130979328,2349,568
717790033953034240,2742,1046
717537687239008257,5560,1756
717428917016076293,1551,427
717421804990701568,3024,798
717047459982213120,6034,1831
717009362452090881,3107,914
716802964044845056,4117,1112
716791146589110272,7897,1510
716730379797970944,1186,411
716447146686459905,12518,5574
716439118184652801,2290,200
716285507865542656,2665,1005
716080869887381504,6508,1817
715928423106027520,3062,841
715758151270801409,3558,1362
715733265223708672,4488,1610
715704790270025728,2659,546
715696743237730304,3751,1231
715680795826982913,4111,1526
715360349751484417,5240,1491
715342466308784130,2925,655
715220193576927233,2326,616
715200624753819648,4948,1775
715009755312439296,3984,1164
714982300363173890,3571,987
714962719905021952,7042,4039
714957620017307648,3984,1347
714631576617938945,3143,944
714606013974974464,3491,879
714485234495041536,2553,1074
714258258790387713,2914,697
714251586676113411,3141,798
714214115368108032,2191,831
714141408463036416,4146,1336
713919462244790272,3155,755
713909862279876608,1819,517
713900603437621249,2726,697
713761197720473600,4658,1303
713411074226274305,4258,1243
713177543487135744,6930,2733
713175907180089344,4265,1407
712809025985978368,18271,6404
712717840512598017,11819,4733
712668654853337088,3998,1154
712438159032893441,5103,1496
712309440758808576,228,25
712097430750289920,3620,987
712092745624633345,2828,850
712085617388212225,3140,464
712065007010385924,2166,595
711998809858043904,0,123
711968124745228288,7722,2202
711743778164514816,2726,949
711732680602345472,8443,3888
711694788429553666,31507,17468
711652651650457602,3705,865
711363825979756544,3485,1082
711306686208872448,3170,709
711008018775851008,2878,584
710997087345876993,4397,1322
710844581445812225,2444,650
710833117892898816,2580,504
710658690886586372,2225,534
710609963652087808,4609,2276
710588934686908417,4356,1776
710296729921429505,2285,702
710283270106132480,2075,496
710272297844797440,4346,1194
710269109699739648,2302,1067
710153181850935296,2803,855
710140971284037632,2644,846
710117014656950272,5240,1884
709918798883774466,3358,1037
709901256215666688,640,98
709852847387627521,3365,1146
709566166965075968,3405,1144
709556954897764353,3152,1022
709519240576036864,1439,227
709449600415961088,2121,542
709409458133323776,2537,649
709225125749587968,2316,544
709207347839836162,11981,5486
709198395643068416,2361,611
709179584944730112,1936,642
709158332880297985,1954,393
709042156699303936,4546,1556
708853462201716736,1735,632
708845821941387268,2865,855
708834316713893888,1620,479
708810915978854401,15834,6585
708738143638450176,2658,779
708711088997666817,2434,683
708479650088034305,2446,646
708469915515297792,2985,781
708400866336894977,15290,9573
708356463048204288,3447,1258
708349470027751425,2265,706
708149363256774660,4134,1487
708130923141795840,3250,819
708119489313951744,2583,936
708109389455101952,1881,532
708026248782585858,4231,1838
707995814724026368,3003,1079
707983188426153984,49,2
707969809498152960,2581,915
707776935007539200,3150,913
707741517457260545,2406,585
707738799544082433,3922,2343
707693576495472641,3263,953
707629649552134146,2468,829
707610948723478529,16307,6045
707420581654872064,2165,664
707411934438625280,2214,570
707387676719185920,3357,1214
707377100785885184,3135,1035
707315916783140866,2379,607
707297311098011648,2681,746
707059547140169728,2492,644
707038192327901184,2106,753
707021089608753152,3933,1290
707014260413456384,2227,571
706904523814649856,14012,7496
706901761596989440,1969,557
706681918348251136,3174,932
706644897839910912,2466,1043
706593038911545345,2078,605
706538006853918722,3350,1368
706516534877929472,3003,984
706346369204748288,3321,885
706310011488698368,20428,7537
706291001778950144,1645,456
706265994973601792,2637,890
706169069255446529,3752,2116
706166467411222528,4954,1526
706153300320784384,1423,368
705975130514706432,2985,695
705970349788291072,3061,854
705898680587526145,2285,527
705786532653883392,1857,495
705591895322394625,3055,1102
705475953783398401,2851,875
705442520700944385,4234,1539
705428427625635840,3659,1594
705239209544720384,2886,722
705223444686888960,2490,763
705102439679201280,2062,493
705066031337840642,2101,587
704871453724954624,4114,1074
704859558691414016,2162,507
704847917308362754,4880,1449
704819833553219584,2539,936
704761120771465216,6379,2783
704499785726889984,2794,961
704491224099647488,719,75
704480331685040129,3268,1027
704364645503647744,7676,3390
704347321748819968,1517,334
704134088924532736,1450,435
704113298707505153,1786,548
704054845121142784,2815,878
703774238772166656,1777,437
703769065844768768,3138,1092
703631701117943808,2474,639
703611486317502464,3694,1459
703425003149250560,3653,1301
703407252292673536,2346,663
703382836347330562,3375,1093
703356393781329922,1843,369
703268521220972544,1905,520
703079050210877440,7103,2949
703041949650034688,25308,11877
702932127499816960,2483,687
702899151802126337,1547,431
702684942141153280,3110,1022
702671118226825216,2110,537
702598099714314240,11780,3288
702539513671897089,2778,918
702332542343577600,3057,1478
702321140488925184,3156,1005
702276748847800320,2373,737
702217446468493312,4605,1285
701981390485725185,3314,939
701952816642965504,3696,980
701889187134500865,3405,1328
701805642395348998,3287,1598
701601587219795968,2020,434
701570477911896070,2716,887
701545186879471618,2569,583
701214700881756160,11751,4863
700890391244103680,2134,539
700864154249383937,2501,598
700847567345688576,2368,477
700796979434098688,2348,894
700747788515020802,21905,8855
700518061187723268,2515,761
700505138482569216,2206,547
700462010979500032,3968,1699
700167517596164096,2544,699
700151421916807169,2167,643
700143752053182464,7219,2591
700062718104104960,2540,653
700029284593901568,1999,555
700002074055016451,3182,1278
699801817392291840,2924,908
699788877217865730,2152,488
699779630832685056,2628,1184
699775878809702401,1889,578
699691744225525762,9893,4392
699446877801091073,5728,2507
699434518667751424,2098,493
699423671849451520,1308,308
699413908797464576,2011,596
699370870310113280,1827,418
699323444782047232,3033,829
699088579889332224,2171,595
699079609774645248,2360,619
699072405256409088,2852,1137
699060279947165696,3600,1718
699036661657767936,2513,1151
698989035503689728,3217,929
698953797952008193,2584,874
698907974262222848,2439,592
698710712454139905,2380,650
698703483621523456,1395,357
698635131305795584,1252,328
698549713696649216,2235,596
698355670425473025,1782,427
698342080612007937,2177,922
698262614669991936,4592,1908
698195409219559425,16125,5701
698178924120031232,2714,709
697995514407682048,1464,324
697990423684476929,3162,1229
697943111201378304,2304,646
697881462549430272,2899,1111
697630435728322560,1681,523
697616773278015490,3026,965
697596423848730625,2894,1206
697575480820686848,1965,481
697516214579523584,1974,1061
697482927769255936,2335,639
697463031882764288,3296,1343
697270446429966336,4534,1799
697259378236399616,3175,957
697255105972801536,2950,1103
697242256848379904,2435,642
696900204696625153,3052,979
696894894812565505,2250,649
696886256886657024,4668,1713
696877980375769088,2356,684
696754882863349760,1428,345
696744641916489729,1992,887
696713835009417216,2284,619
696518437233913856,3776,1646
696490539101908992,1168,136
696488710901260288,2420,980
696405997980676096,3086,1111
696100768806522880,1861,623
695816827381944320,2902,1103
695794761660297217,3049,738
695767669421768709,1789,703
695629776980148225,4394,2001
695446424020918272,4246,1739
695409464418041856,8349,3431
695314793360662529,3483,1389
695095422348574720,2546,588
695074328191332352,2730,1051
695064344191721472,1542,563
695051054296211456,2556,762
694925794720792577,2596,877
694905863685980160,2640,894
694669722378485760,34448,13701
694356675654983680,1448,274
694352839993344000,1960,582
694342028726001664,1525,464
694329668942569472,1921,481
694206574471057408,4003,1952
694183373896572928,2832,889
694001791655137281,3278,977
693993230313091072,1807,384
693942351086120961,1686,350
693647888581312512,2590,559
693644216740769793,1305,119
693642232151285760,2452,397
693629975228977152,2354,760
693622659251335168,1472,356
693590843962331137,4851,1866
693582294167244802,1585,236
693486665285931008,1698,603
693280720173801472,3221,1188
693267061318012928,2290,775
693262851218264065,2123,475
693231807727280129,2770,711
693155686491000832,7581,3063
693109034023534592,1642,581
693095443459342336,1793,435
692919143163629568,2588,726
692905862751522816,2341,837
692901601640583168,1693,576
692894228850999298,2180,759
692828166163931137,2767,854
692752401762250755,6556,3488
692568918515392513,4200,1470
692535307825213440,3039,1300
692530551048294401,1769,394
692423280028966913,1418,213
692417313023332352,9006,3305
692187005137076224,2444,782
692158366030913536,2068,755
692142790915014657,1586,372
692041934689402880,3269,1208
692017291282812928,2783,910
691820333922455552,3813,1579
691793053716221953,7828,4048
691756958957883396,2731,943
691675652215414786,1883,486
691483041324204033,2305,537
691459709405118465,3891,1084
691444869282295808,2539,807
691416866452082688,18617,7301
691321916024623104,2486,632
691096613310316544,2864,844
691090071332753408,1664,320
690989312272396288,5678,2742
690959652130045952,3441,1192
690938899477221376,3940,1861
690932576555528194,3163,973
690735892932222976,3646,1217
690728923253055490,2093,494
690690673629138944,2238,783
690649993829576704,1252,262
690607260360429569,287,16
690597161306841088,1873,580
690400367696297985,1815,429
690374419777196032,3131,806
690360449368465409,2565,840
690348396616552449,1442,490
690248561355657216,1615,394
690021994562220032,2701,982
690015576308211712,2396,701
690005060500217858,3533,1612
689999384604450816,1359,352
689993469801164801,1405,428
689977555533848577,1325,428
689905486972461056,2363,662
689877686181715968,2927,1108
689835978131935233,2097,720
689661964914655233,3117,895
689659372465688576,9985,3668
689623661272240129,2146,616
689599056876867584,11217,5264
689557536375177216,1976,435
689517482558820352,3274,1367
689289219123089408,2167,889
689283819090870273,3141,1051
689280876073582592,1912,674
689275259254616065,1100,235
689255633275777024,2466,1038
689154315265683456,2972,950
689143371370250240,1947,482
688916208532455424,2613,823
688908934925697024,2032,730
688898160958271489,2016,746
688894073864884227,2164,654
688828561667567616,1331,350
688804835492233216,926,182
688789766343622656,2137,632
688547210804498433,2495,667
688519176466644993,2237,700
688385280030670848,8916,4267
688211956440801280,2162,792
688179443353796608,2056,559
688116655151435777,2722,740
688064179421470721,1669,345
687841446767013888,5253,2394
687826841265172480,2645,1074
687818504314159109,2395,913
687807801670897665,2294,686
687732144991551489,1692,636
687704180304273409,2349,803
687664829264453632,1870,489
687494652870668288,1832,553
687480748861947905,1545,229
687476254459715584,1910,509
687460506001633280,1984,519
687399393394311168,1825,590
687317306314240000,19397,8759
687312378585812992,4199,1817
687127927494963200,5223,2160
687124485711986689,2106,485
687109925361856513,5604,2348
687102708889812993,2263,926
687096057537363968,2155,579
686947101016735744,8314,3052
686760001961103360,3385,1329
686749460672679938,3353,1386
686730991906516992,3979,1148
686683045143953408,2721,768
686618349602762752,3561,1302
686606069955735556,1819,523
686394059078897668,1675,659
686386521809772549,3140,842
686377065986265092,2134,543
686358356425093120,2094,632
686286779679375361,3869,1602
686050296934563840,2143,698
686035780142297088,1104,111
686034024800862208,2959,1094
686007916130873345,2389,392
686003207160610816,1762,592
685973236358713344,2019,496
685943807276412928,1567,563
685906723014619143,7203,2733
685681090388975616,1967,116
685667379192414208,2271,540
685663452032069632,3098,1393
685641971164143616,2807,735
685547936038666240,31640,14872
685532292383666176,2920,1106
685325112850124800,9071,3780
685321586178670592,2547,601
685315239903100929,3163,999
685307451701334016,2001,418
685268753634967552,2980,1140
685198997565345792,2246,639
685169283572338688,3958,1366
684969860808454144,2294,354
684959798585110529,6554,2990
684940049151070208,3082,993
684926975086034944,3357,445
684914660081053696,3370,1390
684902183876321280,1795,505
684880619965411328,2004,769
684830982659280897,33684,20692
684800227459624960,2621,953
684594889858887680,8547,3345
684588130326986752,3947,1348
684567543613382656,2895,1156
684538444857667585,2543,907
684481074559381504,3723,1123
684460069371654144,1902,536
684241637099323392,7803,3123
684225744407494656,1193,196
684222868335505415,3685,1304
684200372118904832,2071,997
684195085588783105,1834,486
684188786104872960,3365,1109
684177701129875456,1944,631
684147889187209216,2881,1454
684122891630342144,1928,449
684097758874210310,3954,1372
683857920510050305,3671,1070
683852578183077888,1870,331
683849932751646720,2518,911
683834909291606017,2531,1073
683828599284170753,2700,1010
683773439333797890,3221,1285
683742671509258241,6218,3165
683515932363329536,7056,2760
683498322573824003,3052,922
683481228088049664,2565,955
683462770029932544,2332,645
683449695444799489,3727,1537
683391852557561860,7343,2289
683357973142474752,2779,875
683142553609318400,2754,990
683111407806746624,3269,871
683098815881154561,2091,625
683078886620553216,1924,543
683030066213818368,2085,713
682962037429899265,35294,15651
682808988178739200,1710,160
682788441537560576,2386,1060
682750546109968385,1457,418
682697186228989953,1263,348
682662431982772225,2931,1031
682638830361513985,1984,565
682429480204398592,3310,1100
682406705142087680,7270,1674
682393905736888321,2154,635
682389078323662849,1603,446
682303737705140231,2949,931
682259524040966145,3979,1135
682242692827447297,3099,1090
682088079302213632,17497,9368
682059653698686977,4739,1596
682047327939461121,3066,893
682032003584274432,6320,1893
682003177596559360,2997,1445
681981167097122816,2697,986
681891461017812993,2374,779
681694085539872773,12301,3858
681679526984871937,1692,418
681654059175129088,2520,864
681610798867845120,1818,443
681579835668455424,3399,1239
681523177663676416,13704,5475
681340665377193984,1578,261
681339448655802368,8939,3891
681320187870711809,2536,704
681302363064414209,3769,1730
681297372102656000,3089,905
681281657291280384,3100,1046
681261549936340994,1399,252
681242418453299201,1427,501
681231109724700672,2314,464
681193455364796417,3555,1403
680970795137544192,2317,622
680959110691590145,4403,1906
680940246314430465,3067,993
680934982542561280,2008,415
680913438424612864,2319,589
680889648562991104,1696,351
680836378243002368,3314,1257
680805554198020098,2066,637
680801747103793152,2284,780
680798457301471234,2729,986
680609293079592961,2520,662
680583894916304897,3480,1261
680497766108381184,4065,1818
680494726643068929,1653,463
680473011644985345,2441,717
680440374763077632,1397,475
680221482581123072,1418,280
680206703334408192,2711,1107
680191257256136705,2066,477
680176173301628928,3730,1469
680161097740095489,2231,701
680145970311643136,3456,1660
680130881361686529,2202,895
680115823365742593,2611,863
680100725817409536,3446,1306
680085611152338944,12288,8559
680070545539371008,2486,818
679877062409191424,1890,616
679872969355714560,2113,637
679862121895714818,2362,588
679854723806179328,2738,1164
679844490799091713,2272,720
679828447187857408,34647,13308
679777920601223168,2981,1042
679736210798047232,2006,750
679729593985699840,2073,788
679722016581222400,1599,446
679530280114372609,4570,1973
679527802031484928,2528,687
679511351870550016,3224,1200
679503373272485890,3032,1389
679475951516934144,2004,610
679462823135686656,30113,17802
679405845277462528,2267,1137
679158373988876288,20303,7619
679148763231985668,2672,971
679132435750195208,2845,1100
679111216690831360,5685,2452
679062614270468097,16181,7628
679047485189439488,2147,625
679001094530465792,2717,1158
678991772295516161,2175,1094
678969228704284672,1560,432
678800283649069056,2455,853
678798276842360832,3305,1095
678774928607469569,2681,857
678767140346941444,3364,1284
678764513869611008,1553,442
678755239630127104,6743,3094
678740035362037760,3574,1571
678708137298427904,5334,2297
678675843183484930,2719,1382
678643457146150913,1959,381
678446151570427904,3818,1450
678424312106393600,5211,2407
678410210315247616,4003,1701
678399652199309312,76427,30052
678396796259975168,1513,396
678389028614488064,1772,399
678380236862578688,2312,850
678341075375947776,1644,506
678334497360859136,1231,235
678278586130948096,10879,5765
678255464182861824,1511,348
678023323247357953,1815,354
678021115718029313,12933,5942
677961670166224897,3253,1594
677918531514703872,1270,383
677895101218201600,4580,1951
677716515794329600,2895,922
677700003327029250,3218,1360
677698403548192770,1171,303
677687604918272002,2370,797
677673981332312066,3165,1414
677662372920729601,1847,891
677644091929329666,1768,762
677573743309385728,2027,655
677565715327688705,1239,432
677557565589463040,2325,1089
677547928504967168,6573,3463
677530072887205888,1009,217
677335745548390400,2885,1645
677334615166730240,1278,269
677331501395156992,1035,221
677328882937298944,3466,1423
677314812125323265,1567,504
677301033169788928,1167,380
677269281705472000,1870,668
677228873407442944,3371,1545
677187300187611136,2583,857
676975532580409345,2626,1006
676957860086095872,2116,764
676949632774234114,1240,372
676948236477857792,2044,808
676946864479084545,1640,344
676942428000112642,1961,702
676936541936185344,12083,4662
676916996760600576,2816,1709
676897532954456065,2133,686
676864501615042560,1978,659
676821958043033607,21645,14551
676819651066732545,1728,624
676811746707918848,1357,404
676776431406465024,4728,1907
676617503762681856,2724,895
676613908052996102,1028,185
676606785097199616,1802,407
676603393314578432,1099,359
676593408224403456,4322,2014
676590572941893632,874,115
